mirna	target_gene	score
hsa-miR-200b-3p	FNDC3B	0.925889
hsa-miR-590-3p	VGLL3	0.9258479
hsa-miR-582-5p	SHISA6	0.9258131
hsa-miR-548x-3p	HBEGF	0.92574227
hsa-miR-32-3p	PEG10	0.9257252
hsa-miR-23c	PTGER4	0.92564195
hsa-miR-625-3p	GPC6	0.92557096
hsa-miR-23c	MYCT1	0.9255495
hsa-miR-3973	TCF7L2	0.92547274
hsa-miR-548ae-3p	ROR1	0.9253968
hsa-miR-206	MECOM	0.9253488
hsa-miR-1277-5p	SLC4A4	0.92532533
hsa-miR-1183	KCTD15	0.925318
hsa-miR-520b-5p	KCNMB2	0.92530984
hsa-miR-6851-5p	PDGFB	0.9252993
hsa-miR-8085	HSPB6	0.92529637
hsa-miR-3658	DACH1	0.92528534
hsa-miR-3680-3p	PAG1	0.9252602
hsa-miR-590-3p	TRHDE	0.9252219
hsa-miR-568	SEL1L3	0.9251796
hsa-miR-376a-5p	CRISPLD1	0.92513114
hsa-miR-6875-3p	RIMKLB	0.92509055
hsa-miR-3675-3p	SAMD4A	0.9250857
hsa-miR-590-3p	PAG1	0.92505574
hsa-miR-4262	FNDC3B	0.92503893
hsa-let-7f-1-3p	NRP2	0.9249961
hsa-miR-4662b	COL1A2	0.92493516
hsa-miR-6715b-3p	PRDM1	0.92492455
hsa-let-7f-1-3p	NR2F2	0.92490375
hsa-miR-590-3p	LPP	0.9248967
hsa-miR-5582-5p	LPP	0.92489296
hsa-miR-6780a-5p	SHISA6	0.9248745
hsa-miR-548c-3p	CTTNBP2NL	0.9246863
hsa-miR-548c-3p	EGFR	0.9246839
hsa-miR-548e-3p	ATP11C	0.92464757
hsa-miR-548j-5p	LPP	0.92464215
hsa-miR-548c-3p	PRKG2	0.9246237
hsa-miR-4775	PHACTR2	0.92442757
hsa-miR-4328	COL27A1	0.9244077
hsa-miR-153-5p	PELI1	0.9244029
hsa-miR-4530	CRISPLD1	0.92435914
hsa-miR-4495	SRGAP2	0.9243395
hsa-miR-3167	CTTNBP2NL	0.92431104
hsa-miR-935	HIF1A	0.92430687
hsa-miR-6851-5p	BACH2	0.92423946
hsa-miR-4262	CECR2	0.9241985
hsa-miR-548ar-3p	SLC4A4	0.92412806
hsa-miR-4282	RSPO3	0.9241129
hsa-miR-1277-5p	PHACTR2	0.9241042
hsa-miR-30b-5p	ADRA2A	0.9239871
hsa-miR-23b-3p	EBF3	0.9239705
hsa-miR-548ap-3p	PTPRZ1	0.92393875
hsa-miR-6867-5p	GFAP	0.92393243
hsa-miR-450b-5p	ZNF366	0.9238904
hsa-miR-6780a-5p	GFAP	0.92382914
hsa-miR-548aj-3p	TLL1	0.9238065
hsa-miR-548i	DDIT4	0.9237905
hsa-miR-548j-3p	TCF7L2	0.9237878
hsa-miR-146b-5p	ZBTB2	0.92372406
hsa-miR-221-3p	SBK1	0.92371726
hsa-miR-15a-5p	SOX6	0.9236669
hsa-miR-520b-5p	SOX6	0.92358464
hsa-miR-590-3p	GPC6	0.923536
hsa-miR-6844	RASSF8	0.9235328
hsa-miR-429	DACH1	0.92351335
hsa-miR-1277-5p	PRKG2	0.92342085
hsa-miR-12131	PALM2AKAP2	0.92339796
hsa-miR-101-3p	PALM2AKAP2	0.9233793
hsa-miR-6873-3p	MEX3A	0.92329663
hsa-miR-211-5p	ISM1	0.9232888
hsa-miR-24-3p	PTGER4	0.92328143
hsa-miR-6844	ABTB2	0.9232686
hsa-miR-429	ADH1B	0.9232105
hsa-miR-7161-5p	TREM1	0.92320985
hsa-miR-206	CTTNBP2NL	0.9231716
hsa-miR-1277-5p	RBM47	0.92301613
hsa-miR-518d-5p	SEMA6A	0.9228416
hsa-miR-183-5p	GPCPD1	0.9227655
hsa-miR-6780a-5p	NTN1	0.9227231
hsa-miR-153-5p	RBMS3	0.9226867
hsa-miR-302b-5p	B3GNT5	0.9226187
hsa-miR-23a-3p	LRIG1	0.9226177
hsa-miR-187-5p	TCF7L2	0.9224796
hsa-miR-23c	SH3BGR	0.92246264
hsa-miR-3680-3p	SEMA6A	0.92245954
hsa-miR-548n	PELI1	0.92242545
hsa-miR-6715b-5p	GPCPD1	0.9223889
hsa-miR-8065	ARHGAP29	0.92237025
hsa-let-7i-5p	COL4A6	0.9223091
hsa-miR-3689a-3p	MASP1	0.9222431
hsa-miR-6851-5p	IGF2R	0.9221555
hsa-miR-6868-3p	COL4A6	0.92215127
hsa-miR-4262	PRLR	0.922118
hsa-miR-98-3p	EBF3	0.92210513
hsa-miR-27b-5p	TMTC1	0.92208564
hsa-miR-302c-5p	HSPA1B	0.92197806
hsa-miR-4458	IGDCC4	0.92194706
hsa-miR-6785-5p	MPP2	0.9219119
hsa-miR-5590-5p	C5AR1	0.92189974
hsa-miR-4650-3p	HMGA2	0.92184037
hsa-miR-548ae-3p	NOTCH2	0.9217731
hsa-miR-190a-3p	TCF7L2	0.9217399
hsa-miR-3153	ATP8B4	0.92171687
hsa-miR-548ae-5p	CD99	0.9216721
hsa-miR-4775	PRKG2	0.92165774
hsa-miR-3714	NEUROD1	0.92159736
hsa-miR-153-5p	SLC16A1	0.921567
hsa-miR-194-5p	CNPY1	0.92153615
hsa-miR-548a-3p	IQCJ-SCHIP1	0.9215211
hsa-miR-548aj-3p	FGD6	0.92146033
hsa-miR-1322	CSF1	0.9214283
hsa-miR-486-3p	NKD1	0.92127186
hsa-miR-1277-5p	ST8SIA4	0.9212676
hsa-miR-4495	ITGA1	0.92124206
hsa-miR-548aj-3p	TGFBR1	0.92118883
hsa-miR-3065-5p	USP53	0.9211562
hsa-miR-183-5p	MAPK4	0.9211469
hsa-miR-548ar-3p	CXCR4	0.9210408
hsa-miR-367-3p	ITGA6	0.9210087
hsa-miR-12131	LIN9	0.9209911
hsa-miR-454-3p	KIAA1217	0.920972
hsa-miR-367-3p	ZFHX4	0.9209393
hsa-miR-590-3p	TLL1	0.9207852
hsa-miR-3065-5p	PHACTR2	0.9207406
hsa-miR-548ay-5p	FNDC3B	0.92067826
hsa-miR-181c-5p	CCL8	0.9205025
hsa-miR-6785-5p	KCNIP1	0.92048794
hsa-miR-183-5p	TCF7L2	0.92043805
hsa-miR-23a-3p	FGF2	0.92040974
hsa-miR-3167	JARID2	0.92035383
hsa-miR-92a-3p	IQGAP2	0.9203448
hsa-miR-548ar-3p	LPP	0.9203185
hsa-miR-5582-5p	ARHGAP29	0.9202833
hsa-miR-548n	SOX6	0.9202283
hsa-miR-4698	LOX	0.9202143
hsa-miR-224-3p	SEMA5A	0.920157
hsa-miR-495-3p	FGF2	0.9199333
hsa-miR-548ay-5p	JARID2	0.9199329
hsa-miR-23a-3p	TGFBR2	0.91986585
hsa-miR-1537-5p	PLXNA2	0.9198629
hsa-miR-6844	TRHDE	0.9197955
hsa-miR-4262	ST8SIA4	0.9196777
hsa-miR-23c	CBLB	0.91961324
hsa-miR-450b-5p	SOX6	0.9196103
hsa-miR-548ae-5p	MEIS2	0.919607
hsa-let-7f-5p	HAS2	0.9195975
hsa-miR-491-5p	SEMA6A	0.91959083
hsa-miR-543	YBX3	0.9194962
hsa-miR-221-3p	CXCL12	0.9194492
hsa-miR-223-5p	SLC2A1	0.91927576
hsa-miR-548as-3p	ROBO1	0.91926223
hsa-miR-4530	RBP1	0.9192409
hsa-miR-106a-5p	NTNG1	0.919231
hsa-miR-4282	BRIP1	0.91909254
hsa-miR-4495	PARD3B	0.9190711
hsa-miR-548ay-5p	PREX2	0.9190496
hsa-miR-8065	ZNF286B	0.919003
hsa-miR-495-3p	PELI1	0.91888803
hsa-miR-1277-5p	PRDM1	0.91887033
hsa-miR-4756-3p	SLC2A10	0.9188653
hsa-miR-5000-3p	VAV3	0.918834
hsa-miR-3658	MAP3K1	0.918771
hsa-miR-4530	GFAP	0.91876656
hsa-miR-1299	MPZ	0.91874695
hsa-miR-548l	FNDC3B	0.91854346
hsa-miR-4660	IGDCC4	0.91853267
hsa-miR-205-3p	ABCC4	0.9185033
hsa-miR-6867-5p	PDGFB	0.9184684
hsa-miR-3194-3p	WWTR1	0.91845524
hsa-miR-4659b-3p	CYTL1	0.9184005
hsa-miR-548ay-5p	NOTCH2	0.9183825
hsa-miR-548i	COL11A1	0.91829526
hsa-miR-135a-5p	IGF2BP2	0.9181393
hsa-miR-24-1-5p	TREM1	0.9181274
hsa-miR-4739	ITGA8	0.91808724
hsa-miR-548c-3p	PALM2AKAP2	0.9180426
hsa-miR-590-3p	PRKG2	0.9179709
hsa-miR-548a-3p	TFRC	0.91794026
hsa-miR-208b-5p	TCF15	0.9179331
hsa-miR-6785-5p	COL5A3	0.91789263
hsa-miR-548j-3p	FGFR3	0.9178807
hsa-miR-9-5p	PRKG2	0.9178591
hsa-miR-495-3p	SCG2	0.9178535
hsa-let-7f-5p	COL4A1	0.91775143
hsa-miR-548x-3p	CCND1	0.91773516
hsa-miR-499b-5p	GDF15	0.917709
hsa-miR-4530	TRIB1	0.91754025
hsa-miR-30a-3p	TNFSF13B	0.91750854
hsa-miR-4495	GLRA2	0.91750735
hsa-miR-6715b-3p	ABCC4	0.9174758
hsa-miR-514b-5p	KCTD12	0.91744
hsa-miR-30a-3p	ATP11C	0.9174196
hsa-miR-300	NPY	0.91739005
hsa-miR-8085	PRELP	0.917245
hsa-miR-23a-3p	DPP10	0.91715795
hsa-miR-4423-3p	NR4A2	0.9170833
hsa-miR-153-5p	ITK	0.91706085
hsa-miR-548am-5p	FNDC3B	0.91704726
hsa-miR-5197-3p	TREM1	0.9170293
hsa-miR-495-3p	XYLT1	0.9170293
hsa-miR-548t-3p	CRISPLD1	0.91681594
hsa-miR-5191	PDPN	0.9168101
hsa-miR-548ap-3p	FOXO1	0.91680497
hsa-miR-298	RBM47	0.9167497
hsa-miR-1277-5p	DISC1	0.9167093
hsa-miR-508-3p	TFAP2B	0.91668284
hsa-miR-551b-5p	TMEM47	0.9166609
hsa-miR-548h-5p	PREX2	0.9166033
hsa-miR-4518	C10orf105	0.9165715
hsa-miR-6771-3p	SEMA5A	0.9165185
hsa-miR-4775	KITLG	0.9165158
hsa-miR-181a-5p	FNDC3B	0.9164708
hsa-miR-129-2-3p	DLK1	0.9164649
hsa-miR-4698	DLK1	0.91638726
hsa-miR-153-5p	LPL	0.9163867
hsa-miR-548x-3p	RBM47	0.91637546
hsa-miR-7851-3p	GPCPD1	0.916351
hsa-miR-153-5p	C5AR1	0.9163275
hsa-miR-1277-5p	TMTC1	0.9163226
hsa-miR-4769-3p	RASSF3	0.9162576
hsa-miR-19a-5p	BCL11B	0.9161391
hsa-miR-1277-5p	DACH1	0.9161286
hsa-miR-205-3p	PAG1	0.91609275
hsa-miR-548ad-5p	GPC6	0.91608673
hsa-miR-153-5p	PYGO1	0.91605794
hsa-miR-548d-3p	SCG2	0.9160374
hsa-miR-3689b-3p	MASP1	0.9159842
hsa-miR-506-3p	SLC16A1	0.9159592
hsa-miR-429	SYDE1	0.91594946
hsa-miR-1277-5p	ARHGAP6	0.91585016
hsa-miR-499b-3p	TCF7L2	0.9158275
hsa-miR-4803	PHACTR2	0.9157842
hsa-miR-4262	CA8	0.9157211
hsa-miR-4328	TOX	0.9156938
hsa-miR-4779	SDC3	0.91563696
hsa-miR-3167	CRISPLD1	0.91554165
hsa-miR-6735-5p	COL5A3	0.9155336
hsa-miR-24-3p	ANKRD44	0.9155145
hsa-miR-4775	TLL1	0.91550446
hsa-miR-10522-5p	PLXDC2	0.9154705
hsa-miR-3662	EBF3	0.91539055
hsa-miR-548aj-3p	ANO4	0.9153421
hsa-miR-548z	SOX6	0.91532993
hsa-miR-23a-3p	ROBO1	0.9151979
hsa-miR-876-5p	CRISPLD1	0.9151454
hsa-miR-4460	PALM2AKAP2	0.9151433
hsa-miR-548bb-3p	SBK1	0.9150989
hsa-miR-367-3p	ITGA8	0.9150951
hsa-miR-4786-5p	LPAR5	0.91504735
hsa-miR-548ar-3p	FLI1	0.9150254
hsa-miR-23a-3p	PTGER4	0.91499037
hsa-miR-4775	ITGA6	0.9149246
hsa-miR-548aq-3p	ROR1	0.9148481
hsa-miR-664a-3p	TCF7L2	0.91477334
hsa-miR-411-5p	TLL1	0.91477215
hsa-miR-548j-3p	FGD6	0.9147546
hsa-let-7c-3p	EBF3	0.9146056
hsa-miR-4531	CADM4	0.9145748
hsa-miR-19a-5p	FGF13	0.91455597
hsa-miR-4659a-3p	IGDCC4	0.9144955
hsa-miR-4728-5p	TSPAN18	0.9144607
hsa-miR-548ap-3p	RPE65	0.9143795
hsa-miR-135b-5p	ZSWIM4	0.9143434
hsa-miR-6754-5p	SDC3	0.914321
hsa-miR-1273h-5p	SH3BP2	0.9143191
hsa-miR-224-3p	TOR1AIP1	0.91429955
hsa-miR-548aj-3p	TOX	0.91425574
hsa-miR-519e-5p	RASSF3	0.91421455
hsa-miR-4735-5p	NAMPT	0.9142022
hsa-miR-3658	MASP1	0.91420203
hsa-miR-548aq-5p	FNDC3B	0.9141828
hsa-miR-548bb-3p	ARHGAP29	0.9141822
hsa-miR-656-3p	PALM2AKAP2	0.91416055
hsa-miR-23c	ADAM12	0.9141279
hsa-miR-543	GPCPD1	0.9141247
hsa-miR-223-3p	MPZ	0.9139952
hsa-miR-4694-3p	ABCC4	0.9139076
hsa-miR-548aj-3p	PTH2R	0.91383356
hsa-miR-2052	ISM1	0.91383106
hsa-miR-30e-5p	MYBL2	0.91371745
hsa-miR-24-3p	CACHD1	0.9135877
hsa-miR-523-5p	SEMA6A	0.91356415
hsa-miR-181d-5p	ZFP36L1	0.91354644
hsa-miR-548aj-3p	ROR1	0.9135306
hsa-miR-548x-3p	TOX	0.91352594
hsa-miR-381-3p	CRISPLD1	0.91348
hsa-miR-6785-5p	TSPAN18	0.91333175
hsa-miR-454-3p	AKIRIN2	0.9132609
hsa-miR-548a-3p	SLC4A4	0.91324776
hsa-miR-627-3p	LHFPL2	0.9132024
hsa-miR-548j-3p	CCL3L3	0.913147
hsa-miR-4495	ZNRF3	0.913107
hsa-miR-548aj-3p	IQGAP2	0.9129796
hsa-miR-4770	MYBL2	0.91293967
hsa-miR-3689c	MASP1	0.9129171
hsa-miR-301b-5p	MASP1	0.9128376
hsa-miR-7-2-3p	SCG2	0.91281974
hsa-miR-3671	MAP3K1	0.9127666
hsa-miR-23c	EPHB2	0.91273385
hsa-miR-6730-5p	SLC4A4	0.9127321
hsa-miR-5690	USP6NL	0.9127252
hsa-miR-548as-5p	GPC6	0.91267604
hsa-miR-4262	LOX	0.9126646
hsa-miR-6844	ITGA8	0.9126419
hsa-miR-4672	VAV3	0.9125939
hsa-miR-625-3p	PYGO1	0.91257215
hsa-miR-548c-3p	STC1	0.9125276
hsa-miR-548aj-3p	KCTD12	0.9124899
hsa-miR-3622a-5p	NR4A2	0.91247874
hsa-miR-33b-3p	NR4A2	0.9123948
hsa-miR-3662	FOXO1	0.9123735
hsa-miR-10527-5p	PLXDC2	0.9123443
hsa-miR-548az-3p	LTBP1	0.91224647
hsa-miR-590-3p	KCNN3	0.912228
hsa-miR-153-3p	ZBTB2	0.91222435
hsa-miR-12123	TCF7L2	0.9122038
hsa-miR-1299	NEUROD1	0.9121621
hsa-miR-101-3p	PHACTR2	0.9120848
hsa-miR-6797-5p	SDC3	0.9120459
hsa-miR-153-3p	XYLT1	0.91185784
hsa-miR-24-3p	HEG1	0.9118036
hsa-miR-548ay-5p	GPC6	0.9117202
hsa-miR-7160-3p	SDC3	0.9115979
hsa-miR-627-3p	B3GNT5	0.9114301
hsa-miR-3192-5p	SBK1	0.9114003
hsa-miR-6875-3p	KCNIP1	0.9113964
hsa-miR-4728-5p	NHERF2	0.9113715
hsa-miR-548ae-3p	SCN9A	0.91133803
hsa-miR-548c-3p	TP63	0.9113329
hsa-miR-29b-1-5p	STC1	0.91131985
hsa-miR-4312	PLXDC2	0.9112339
hsa-miR-223-5p	FNDC3B	0.9111856
hsa-miR-548ae-3p	FGD6	0.91115135
hsa-miR-548ap-5p	TMTC1	0.91114324
hsa-miR-23a-3p	EPHB2	0.91110355
hsa-miR-4747-5p	LINGO1	0.9110539
hsa-miR-130a-3p	SEL1L3	0.91099435
hsa-let-7f-5p	THRSP	0.91097724
hsa-miR-4770	COL5A3	0.91096383
hsa-miR-23c	CRISPLD1	0.9109595
hsa-miR-4782-3p	THSD7B	0.9108865
hsa-miR-3681-3p	COL27A1	0.9108619
hsa-miR-367-3p	PTGER4	0.91079265
hsa-miR-548j-3p	PELI1	0.9107715
hsa-miR-4731-5p	SDC3	0.9107686
hsa-miR-630	EZH2	0.9107253
hsa-miR-548c-3p	PYGO1	0.9106607
hsa-miR-20b-5p	FAT2	0.910645
hsa-miR-103a-3p	PRKAG3	0.91061723
hsa-miR-548c-5p	TMTC1	0.9106137
hsa-miR-3689b-3p	SAMD4A	0.9106112
hsa-miR-450b-5p	SORCS1	0.91055506
hsa-miR-6833-3p	SHISA6	0.9105337
hsa-miR-6721-5p	SHISA6	0.9104781
hsa-miR-6715b-3p	SORCS1	0.9104705
hsa-miR-513b-5p	SOX6	0.91042095
hsa-miR-199a-5p	RASSF3	0.91035515
hsa-miR-23c	SPHKAP	0.9103441
hsa-miR-4728-5p	RHOC	0.91034305
hsa-miR-4801	MSR1	0.91029215
hsa-miR-3658	STC1	0.91028076
hsa-miR-1284	LIN9	0.9102241
hsa-miR-4775	CRISPLD1	0.9101821
hsa-miR-548as-3p	SORCS1	0.9101555
hsa-miR-548aq-5p	GPC6	0.91015154
hsa-miR-4803	SIX4	0.9101063
hsa-miR-766-5p	GLIS2	0.91008645
hsa-miR-23a-3p	IL6R	0.9100829
hsa-miR-548ap-3p	ROBO1	0.9100039
hsa-miR-3613-3p	RIMKLB	0.9098846
hsa-miR-450b-5p	BCL11B	0.90986097
hsa-miR-6887-3p	SDC3	0.909815
hsa-miR-221-3p	GABRG1	0.90976524
hsa-miR-3065-5p	NRP2	0.90975374
hsa-miR-5690	TCF7L1	0.9097357
hsa-miR-548ar-3p	MAF	0.9097345
hsa-miR-6730-5p	SPARC	0.90965456
hsa-miR-6844	IGF2BP2	0.90962195
hsa-miR-23a-3p	EPSTI1	0.9096202
hsa-miR-196a-1-3p	PHACTR2	0.90947765
hsa-miR-181a-5p	RIMKLB	0.9093708
hsa-miR-4470	CHSY1	0.90933156
hsa-miR-542-3p	B3GNT5	0.90931034
hsa-miR-3613-3p	SH3BP2	0.909277
hsa-miR-519c-3p	HIF1A	0.9091763
hsa-miR-98-3p	ISM1	0.90917116
hsa-miR-3622a-3p	MYBL2	0.9091633
hsa-miR-205-3p	TOX	0.90915954
hsa-miR-548ae-5p	GRID2	0.90907264
hsa-miR-2278	KCTD15	0.9090255
hsa-miR-548ap-5p	FNDC3B	0.90901506
hsa-miR-4478	EGFR	0.9089896
hsa-miR-30c-1-3p	COL4A2	0.90894175
hsa-miR-6083	PRDM1	0.90893054
hsa-miR-23c	CCL7	0.9088998
hsa-miR-200b-5p	COL4A1	0.9088949
hsa-miR-3180-5p	PFN2	0.9088612
hsa-miR-221-3p	APOLD1	0.9088439
hsa-miR-4458	COL27A1	0.9088416
hsa-let-7f-1-3p	EBF3	0.90881
hsa-miR-4272	EPHA7	0.9088085
hsa-miR-3167	GRK5	0.90878654
hsa-miR-450b-5p	RBMS3	0.9086886
hsa-miR-6867-5p	ATP1B2	0.90868145
hsa-miR-548ap-5p	GPC6	0.9085934
hsa-miR-548c-3p	COL25A1	0.9085757
hsa-miR-3973	KIAA1217	0.9085337
hsa-miR-543	ZFHX4	0.9085142
hsa-miR-6844	ITGA6	0.9084954
hsa-let-7d-5p	COL4A6	0.9084531
hsa-miR-23c	LPAR1	0.908439
hsa-miR-4477a	ST8SIA4	0.9083534
hsa-miR-23c	CALCR	0.90834343
hsa-miR-7-5p	IL17RB	0.9082745
hsa-miR-548aj-3p	PHACTR2	0.9082461
hsa-miR-429	CHSY1	0.9082269
hsa-miR-6785-5p	SH3BP2	0.90822417
hsa-miR-4756-3p	ANGPT2	0.90820616
hsa-miR-200b-3p	KDR	0.9081903
hsa-miR-548ap-3p	CRISPLD1	0.90816975
hsa-miR-3180-5p	NEDD9	0.90816194
hsa-miR-429	CHRDL1	0.908122
hsa-miR-548ae-5p	THSD7A	0.908114
hsa-miR-497-3p	WNT5A	0.90811366
hsa-miR-548ap-3p	ERBB4	0.90808797
hsa-miR-450b-5p	BACH2	0.90806586
hsa-miR-7157-5p	VAV3	0.9080436
hsa-miR-579-3p	MAMDC2	0.90802115
hsa-miR-551b-5p	TC2N	0.90790284
hsa-miR-140-5p	TGFBR1	0.9078973
hsa-miR-4659a-3p	PLXDC2	0.9078932
hsa-miR-1284	BCL11B	0.9078858
hsa-miR-367-3p	PLXDC2	0.9077765
hsa-miR-4495	ADAMTS7	0.90774894
hsa-miR-4255	TMTC1	0.90770143
hsa-miR-454-3p	CD69	0.9076915
hsa-miR-548v	FBN2	0.90766025
hsa-miR-205-3p	YBX3	0.9075615
hsa-miR-6739-3p	KIT	0.9075416
hsa-miR-548x-3p	GABRG1	0.90745926
hsa-miR-4470	GPC6	0.90743434
hsa-miR-633	PFN2	0.90738136
hsa-miR-590-3p	BRIP1	0.90737927
hsa-miR-3662	NR2F2	0.90734196
hsa-miR-5001-3p	NFATC2	0.9073415
hsa-miR-4695-5p	SLC16A1	0.90731734
hsa-miR-23a-3p	NTS	0.90731186
hsa-miR-548e-3p	SLC4A4	0.90720737
hsa-miR-3613-3p	MAP3K1	0.90717113
hsa-miR-6838-5p	OOEP	0.9071686
hsa-miR-513b-5p	GNB4	0.90705955
hsa-miR-6867-5p	FGF2	0.9070405
hsa-miR-548ap-3p	POU2AF1	0.90700144
hsa-miR-6739-3p	BCL11B	0.9069625
hsa-miR-628-5p	COL4A1	0.9069517
hsa-miR-888-5p	HOXB5	0.9069389
hsa-miR-450b-5p	ATP11C	0.90693593
hsa-miR-6878-5p	EGFR	0.9069338
hsa-miR-450b-5p	DLK1	0.9067519
hsa-let-7c-5p	MASP1	0.9067492
hsa-miR-548x-3p	TCF7L2	0.9067283
hsa-miR-130a-3p	PHACTR2	0.90667915
hsa-miR-7849-3p	NR4A2	0.9065336
hsa-miR-429	PRTG	0.90646917
hsa-miR-1249-5p	SDK1	0.90646017
hsa-miR-548ac	COL4A1	0.90645224
hsa-miR-101-3p	PBX3	0.9064454
hsa-miR-548j-3p	CCND1	0.9064398
hsa-let-7f-1-3p	NPY	0.90634185
hsa-miR-153-5p	PLXDC2	0.90632993
hsa-miR-4262	IGF2BP2	0.90629464
hsa-miR-302c-5p	PMCH	0.9062928
hsa-miR-545-5p	MAP3K1	0.9062672
hsa-miR-576-5p	TOX	0.9062459
hsa-miR-548c-3p	MAP3K1	0.90613633
hsa-miR-4327	ABCC4	0.9061299
hsa-miR-548j-3p	CECR2	0.9060928
hsa-miR-548am-3p	TFPI2	0.9060756
hsa-miR-4531	ZBTB2	0.90606695
hsa-miR-1284	IRF2BPL	0.9060462
hsa-miR-92a-3p	COL27A1	0.9060323
hsa-miR-1-5p	VCL	0.90602803
hsa-miR-6780a-5p	PYGO1	0.9060215
hsa-miR-548c-3p	PLXDC2	0.90597504
hsa-miR-29b-1-5p	NEUROD1	0.90595025
hsa-miR-6875-3p	DPP10	0.9059381
hsa-miR-6831-5p	TGFBR1	0.9058586
hsa-miR-181c-5p	MAMDC2	0.9058199
hsa-miR-4477a	MAN1A1	0.90578717
hsa-miR-543	SCG2	0.9057681
hsa-miR-1299	KCNIP1	0.9057667
hsa-miR-200a-5p	COL4A1	0.90572476
hsa-miR-543	FOXP2	0.90566766
hsa-miR-548aq-3p	TFPI2	0.905659
hsa-miR-548ar-3p	MCC	0.9056112
hsa-miR-4775	BRIP1	0.9055598
hsa-miR-4495	FHL5	0.9055207
hsa-miR-548az-3p	ZFHX4	0.90551054
hsa-miR-3065-5p	RBMS3	0.9054817
hsa-miR-6867-5p	HS6ST3	0.9054374
hsa-miR-499b-5p	CBLN1	0.905403
hsa-miR-4770	COL25A1	0.90534997
hsa-miR-200b-3p	CECR2	0.90533453
hsa-miR-548ae-3p	TFPI2	0.90532154
hsa-miR-3658	PLXDC2	0.905252
hsa-miR-7106-5p	SHISA6	0.90519905
hsa-miR-429	PAG1	0.90516776
hsa-miR-7-2-3p	RSPO3	0.9051334
hsa-miR-6867-5p	EHD2	0.90510213
hsa-miR-508-3p	LOX	0.9050718
hsa-miR-144-3p	SEMA6A	0.90492046
hsa-miR-6730-5p	CEMIP2	0.90491694
hsa-miR-5582-5p	GLI3	0.90488386
hsa-miR-367-3p	COL27A1	0.9048637
hsa-miR-363-3p	ITGA6	0.9048406
hsa-miR-1299	GNB4	0.90483046
hsa-miR-513b-3p	CTTNBP2NL	0.9048194
hsa-miR-548ar-3p	BCOR	0.9048035
hsa-miR-548j-3p	PTPRZ1	0.90479267
hsa-miR-106a-5p	PDGFRA	0.9047859
hsa-miR-4793-3p	SDK1	0.90476817
hsa-miR-548ap-5p	JARID2	0.90473074
hsa-miR-196a-1-3p	PTGIS	0.9046862
hsa-miR-181d-5p	KLF6	0.90466243
hsa-miR-4533	SEMA6A	0.9046554
hsa-miR-548aj-3p	XYLT1	0.9046391
hsa-miR-373-5p	FRZB	0.9044805
hsa-miR-1299	TP63	0.904414
hsa-miR-6867-5p	PARD3B	0.9044063
hsa-miR-514b-5p	SHROOM3	0.90438116
hsa-miR-4531	KCNN3	0.90435314
hsa-miR-514b-5p	RAI14	0.9042226
hsa-miR-548ay-5p	DDIT4	0.904193
hsa-miR-570-3p	CXCL10	0.904185
hsa-miR-200b-3p	PRDM1	0.9041687
hsa-miR-4319	KCTD15	0.9041532
hsa-miR-4731-3p	DUSP4	0.90414006
hsa-miR-4801	SCG2	0.90410393
hsa-miR-4799-3p	PLXDC2	0.9040083
hsa-miR-4775	PALM2AKAP2	0.90399635
hsa-miR-29a-3p	COL27A1	0.9039306
hsa-miR-548h-5p	DDIT4	0.90390927
hsa-miR-6785-5p	SHISA6	0.903908
hsa-miR-548x-3p	PAG1	0.90381235
hsa-miR-5093	FNBP1L	0.90376896
hsa-miR-7-1-3p	ANTXR2	0.9037449
hsa-miR-548aq-5p	TMTC1	0.90367013
hsa-miR-3689b-3p	SHISA6	0.9036694
hsa-miR-548ap-3p	MANSC1	0.90363306
hsa-miR-548aj-3p	USP53	0.90362495
hsa-miR-23c	NEFL	0.90361494
hsa-miR-590-3p	GNB4	0.90360785
hsa-miR-548x-3p	PHACTR2	0.9036002
hsa-let-7g-3p	SDC3	0.9035702
hsa-miR-4697-3p	SOX6	0.9035344
hsa-miR-6512-5p	TCF7L2	0.9035137
hsa-miR-3662	FBN2	0.90351266
hsa-miR-6873-3p	ANOS1	0.9035119
hsa-miR-153-5p	CTTNBP2NL	0.90350884
hsa-miR-23c	EPSTI1	0.90350795
hsa-miR-590-3p	ATP8B4	0.9034965
hsa-miR-6867-5p	DCN	0.9034637
hsa-miR-942-5p	NEDD9	0.9033671
hsa-miR-762	GLIS2	0.9033634
hsa-miR-548n	LRIG1	0.90327924
hsa-miR-548c-3p	HMGA2	0.9032463
hsa-miR-5706	PRRX1	0.9032308
hsa-miR-3714	SEMA6A	0.90322644
hsa-miR-4684-5p	IGFBP3	0.9031562
hsa-miR-4303	VAV3	0.9030555
hsa-miR-93-3p	PIP5K1B	0.90303904
hsa-miR-548h-5p	SIX4	0.90301526
hsa-miR-4775	XYLT1	0.90296733
hsa-miR-4775	SEMA3E	0.9029129
hsa-miR-429	CECR2	0.902854
hsa-miR-454-3p	LRIG1	0.90284866
hsa-miR-548j-5p	DDIT4	0.90279126
hsa-miR-3935	STC1	0.90279084
hsa-miR-4328	KCTD12	0.90271586
hsa-miR-513b-3p	NR2F2	0.90262717
hsa-miR-1185-2-3p	CRISPLD1	0.9025605
