mirna	target_gene	score	cell_type
hsa-miR-548n	LRP8	0.86539227	Microglia
hsa-miR-548aq-3p	SCN9A	0.86503524	Microglia
hsa-miR-548ae-3p	MYC	0.8639927	Microglia
hsa-miR-3180-5p	QRSL1	0.86384475	Microglia
hsa-miR-548n	MAF	0.8634734	Microglia
hsa-miR-585-5p	SPARC	0.8631871	Microglia
hsa-miR-548aq-3p	FSTL1	0.8621594	Microglia
hsa-miR-548aq-3p	PYGO1	0.8620616	Microglia
hsa-miR-3163	IRAK3	0.8614598	Microglia
hsa-miR-548ae-3p	IQGAP2	0.8612717	Microglia
hsa-miR-19b-3p	NEUROD1	0.8605679	Microglia
hsa-miR-548aq-3p	CCL3L3	0.86046517	Microglia
hsa-miR-548au-5p	TMTC1	0.86001176	Microglia
hsa-miR-3680-3p	PCSK5	0.8596307	Microglia
hsa-miR-3680-3p	FNDC3B	0.8592553	Microglia
hsa-miR-548as-5p	JARID2	0.85920155	Microglia
hsa-miR-202-3p	PEG10	0.85885775	Microglia
hsa-miR-548n	SGCZ	0.857333	Microglia
hsa-miR-3163	MAMDC2	0.8568093	Microglia
hsa-miR-548n	SULF1	0.85668606	Microglia
hsa-miR-548aq-3p	PTH2R	0.85606724	Microglia
hsa-miR-4659b-3p	DACH1	0.8559846	Microglia
hsa-miR-4659b-3p	ST8SIA4	0.8552932	Microglia
hsa-miR-3180-5p	KLHL13	0.8547912	Microglia
hsa-miR-548aq-3p	VGLL3	0.8534019	Microglia
hsa-miR-548n	UNC5D	0.8530388	Microglia
hsa-miR-548n	SEMA3C	0.8521068	Microglia
hsa-miR-548aq-3p	GNB4	0.8501151	Microglia
hsa-miR-4659b-3p	NR5A2	0.85001713	Microglia
hsa-miR-3680-3p	CTTNBP2NL	0.848807	Microglia
hsa-miR-4659b-3p	MEDAG	0.8471938	Microglia
hsa-miR-3680-3p	ZBTB2	0.8466165	Microglia
hsa-miR-3163	ITGA8	0.8461291	Microglia
hsa-miR-548ae-3p	NAMPT	0.84560937	Microglia
hsa-miR-548ae-3p	PTH2R	0.8453291	Microglia
hsa-miR-4659b-3p	IL1R1	0.8437288	Microglia
hsa-miR-548aq-3p	PALM2AKAP2	0.84316736	Microglia
hsa-miR-4659b-3p	PCDH15	0.8403132	Microglia
hsa-miR-3680-3p	CNN3	0.8401091	Microglia
hsa-miR-3680-3p	CBLB	0.8396071	Microglia
hsa-miR-19b-3p	ARHGAP11A	0.83942336	Microglia
hsa-miR-548aq-3p	SOX2	0.8393313	Microglia
hsa-miR-3180-5p	CD36	0.83889794	Microglia
hsa-miR-202-3p	RCN1	0.83791476	Microglia
hsa-miR-548ae-3p	FGFR3	0.83559644	Microglia
hsa-miR-548n	ROBO1	0.8340403	Microglia
hsa-miR-548ae-3p	BCOR	0.83395696	Microglia
hsa-miR-548n	USP6NL	0.8339044	Microglia
hsa-miR-19b-3p	ATP10A	0.83317703	Microglia
hsa-miR-17-5p	BCL11B	0.8327907	Microglia
hsa-miR-1283	PDZRN3	0.8322046	Microglia
hsa-miR-6872-3p	SH3BGR	0.83178264	Microglia
hsa-miR-19b-3p	PFN2	0.83170885	Microglia
hsa-miR-19b-3p	ZNF516	0.8308421	Microglia
hsa-miR-3163	KIT	0.8303091	Microglia
hsa-miR-3680-3p	USP6NL	0.82948136	Microglia
hsa-miR-548n	MEGF11	0.8289496	Microglia
hsa-miR-4659b-3p	ADAMTS6	0.82881397	Microglia
hsa-miR-3163	MOXD1	0.828749	Microglia
hsa-miR-140-5p	ROR1	0.82864004	Microglia
hsa-miR-17-5p	HAS2	0.8283968	Microglia
hsa-miR-19b-3p	MAP3K1	0.82804334	Microglia
hsa-miR-19b-3p	SOX4	0.827825	Microglia
hsa-miR-17-5p	FAT2	0.82532173	Microglia
hsa-miR-548ae-3p	TRHDE	0.8248445	Microglia
hsa-miR-548aq-3p	CECR2	0.8246616	Microglia
hsa-miR-140-5p	ANO6	0.8240785	Microglia
hsa-miR-3680-3p	PLXNA4	0.8238857	Microglia
hsa-miR-548aq-3p	RBM47	0.8229856	Microglia
hsa-miR-3163	LOX	0.82293713	Microglia
hsa-miR-4659b-3p	CA10	0.82274336	Microglia
hsa-miR-548n	DGKH	0.822628	Microglia
hsa-miR-3680-3p	MAOA	0.8224997	Microglia
hsa-miR-548aq-3p	GAS1	0.82239693	Microglia
hsa-miR-19b-3p	FOXP2	0.8214491	Microglia
hsa-miR-3180-5p	NOX4	0.82135993	Microglia
hsa-miR-1283	OLR1	0.8210781	Microglia
hsa-miR-548ae-3p	PAG1	0.8210589	Microglia
hsa-miR-3163	MEX3A	0.81998026	Microglia
hsa-miR-548au-5p	JARID2	0.81966215	Microglia
hsa-miR-548n	PCDH11X	0.81938374	Microglia
hsa-miR-548ae-3p	CECR2	0.8188469	Microglia
hsa-miR-1283	HES1	0.8177192	Microglia
hsa-miR-202-3p	COL4A2	0.817056	Microglia
hsa-miR-548as-5p	LPP	0.8157864	Microglia
hsa-miR-3680-3p	FGFR3	0.8155289	Microglia
hsa-miR-3680-3p	ATP11C	0.8154793	Microglia
hsa-miR-17-5p	PDGFRA	0.8146958	Microglia
hsa-miR-4659b-3p	EBF1	0.81432974	Microglia
hsa-miR-585-5p	KIAA1217	0.8137628	Microglia
hsa-miR-548aq-3p	MYC	0.8135272	Microglia
hsa-miR-548n	GATA2	0.81313705	Microglia
hsa-miR-3680-3p	SOX6	0.96989286	Monocyte
hsa-miR-3680-3p	RBMS3	0.9557634	Monocyte
hsa-miR-548aq-3p	COL1A1	0.9530902	Monocyte
hsa-miR-3180-5p	PCSK6	0.9526976	Monocyte
hsa-miR-200b-3p	LOX	0.9492443	Monocyte
hsa-miR-4775	RBMS3	0.94694126	Monocyte
hsa-miR-548aq-3p	IGFBP3	0.94551414	Monocyte
hsa-miR-4659b-3p	IGDCC4	0.94297296	Monocyte
hsa-miR-3180-5p	MAMDC2	0.94293517	Monocyte
hsa-miR-3180-5p	ZFHX4	0.94166267	Monocyte
hsa-miR-548aq-3p	COL4A1	0.94137263	Monocyte
hsa-miR-548aq-3p	THSD7B	0.9384773	Monocyte
hsa-miR-3180-5p	BACE2	0.93673927	Monocyte
hsa-miR-3180-5p	BACH2	0.9360071	Monocyte
hsa-miR-3180-5p	OLR1	0.9338541	Monocyte
hsa-miR-4775	SLC16A1	0.9328134	Monocyte
hsa-miR-4775	PCDH17	0.93252015	Monocyte
hsa-miR-494-3p	PELI1	0.9321944	Monocyte
hsa-miR-200b-3p	PAG1	0.9317528	Monocyte
hsa-miR-200b-3p	ATP11C	0.9316501	Monocyte
hsa-miR-200b-3p	MAP3K1	0.92840636	Monocyte
hsa-miR-551b-5p	VGLL3	0.9267656	Monocyte
hsa-miR-200b-3p	FNDC3B	0.925889	Monocyte
hsa-miR-3680-3p	PAG1	0.9252602	Monocyte
hsa-miR-4775	PHACTR2	0.92442757	Monocyte
hsa-miR-3680-3p	SEMA6A	0.92245954	Monocyte
hsa-miR-4775	PRKG2	0.92165774	Monocyte
hsa-miR-4659b-3p	CYTL1	0.9184005	Monocyte
hsa-miR-551b-5p	TMEM47	0.9166609	Monocyte
hsa-miR-4775	KITLG	0.9165158	Monocyte
hsa-miR-4769-3p	RASSF3	0.9162576	Monocyte
hsa-miR-4775	TLL1	0.91550446	Monocyte
hsa-miR-4775	ITGA6	0.9149246	Monocyte
hsa-miR-548aq-3p	ROR1	0.9148481	Monocyte
hsa-miR-4775	CRISPLD1	0.9101821	Monocyte
hsa-miR-3180-5p	PFN2	0.9088612	Monocyte
hsa-miR-200b-3p	KDR	0.9081903	Monocyte
hsa-miR-3180-5p	NEDD9	0.90816194	Monocyte
hsa-miR-551b-5p	TC2N	0.90790284	Monocyte
hsa-miR-140-5p	TGFBR1	0.9078973	Monocyte
hsa-miR-548aq-3p	TFPI2	0.905659	Monocyte
hsa-miR-4775	BRIP1	0.9055598	Monocyte
hsa-miR-200b-3p	CECR2	0.90533453	Monocyte
hsa-miR-200b-3p	PRDM1	0.9041687	Monocyte
hsa-miR-4775	PALM2AKAP2	0.90399635	Monocyte
hsa-miR-4775	XYLT1	0.90296733	Monocyte
hsa-miR-4775	SEMA3E	0.9029129	Monocyte
hsa-miR-548aq-3p	TGFBR1	0.9012501	Monocyte
hsa-miR-3180-5p	ABTB2	0.90095323	Monocyte
hsa-miR-4775	PAG1	0.90091926	Monocyte
hsa-miR-200b-3p	DGKH	0.90076524	Monocyte
hsa-miR-146a-3p	MASP1	0.90041083	Monocyte
hsa-miR-4659b-3p	NEUROD1	0.9003486	Monocyte
hsa-miR-548aq-3p	SCG2	0.8998735	Monocyte
hsa-miR-200b-3p	NR5A2	0.8979632	Monocyte
hsa-miR-203a-3p	B3GNT5	0.8978132	Monocyte
hsa-miR-551b-5p	LPP	0.8974878	Monocyte
hsa-miR-133a-3p	EMP2	0.8968021	Monocyte
hsa-miR-200b-3p	IGF2R	0.8965003	Monocyte
hsa-miR-3180-5p	NXPH1	0.896033	Monocyte
hsa-miR-4775	EPHA7	0.89563924	Monocyte
hsa-miR-3680-3p	MAP3K1	0.8954509	Monocyte
hsa-miR-4775	CTTNBP2NL	0.8946773	Monocyte
hsa-miR-4659b-3p	PLXDC2	0.8943622	Monocyte
hsa-miR-494-3p	TBC1D4	0.89411074	Monocyte
hsa-miR-4775	SEMA5A	0.8939044	Monocyte
hsa-miR-3680-3p	PALLD	0.89342535	Monocyte
hsa-miR-4659b-3p	TNFSF13B	0.8924447	Monocyte
hsa-miR-4775	SRGAP2	0.89239997	Monocyte
hsa-miR-4659b-3p	RBMS3	0.89220226	Monocyte
hsa-miR-3680-3p	ZFP36L1	0.891416	Monocyte
hsa-miR-4775	CBLB	0.88959664	Monocyte
hsa-miR-551b-5p	FNDC3B	0.889372	Monocyte
hsa-miR-551b-5p	CECR2	0.88935584	Monocyte
hsa-miR-4659b-3p	COL4A1	0.88874197	Monocyte
hsa-miR-4775	ITGA8	0.8880952	Monocyte
hsa-miR-548aq-3p	RIMKLB	0.8877892	Monocyte
hsa-miR-3180-5p	ADCY2	0.8874241	Monocyte
hsa-miR-3680-3p	BACH2	0.8869078	Monocyte
hsa-miR-3680-3p	BCL11B	0.8866876	Monocyte
hsa-miR-3180-5p	TENM4	0.8861548	Monocyte
hsa-miR-4775	SCIN	0.88578296	Monocyte
hsa-miR-200b-3p	GJC1	0.88507926	Monocyte
hsa-miR-548aq-3p	ZBTB2	0.8844348	Monocyte
hsa-miR-494-3p	PLOD2	0.88262767	Monocyte
hsa-miR-551b-5p	CASZ1	0.8824006	Monocyte
hsa-miR-3680-3p	RAI14	0.88213474	Monocyte
hsa-miR-4775	PLXDC2	0.8815994	Monocyte
hsa-miR-548aq-3p	FGD6	0.8805422	Monocyte
hsa-miR-4775	CRIM1	0.87938535	Monocyte
hsa-miR-17-5p	PBX3	0.87909603	Monocyte
hsa-miR-551b-5p	SLC7A11	0.8790159	Monocyte
hsa-miR-200b-3p	RASSF8	0.87894547	Monocyte
hsa-miR-4775	ST8SIA4	0.8787827	Monocyte
hsa-miR-4775	THEMIS	0.87849414	Monocyte
hsa-miR-17-5p	CD69	0.8783944	Monocyte
hsa-miR-551b-5p	COL1A2	0.8780363	Monocyte
hsa-miR-4775	SEL1L3	0.8780004	Monocyte
hsa-miR-4659b-3p	PRDM1	0.8770307	Monocyte
hsa-miR-4775	MAN1A1	0.8764847	Monocyte
hsa-miR-551b-5p	GABRG1	0.8758327	Monocyte
hsa-miR-4775	HS3ST5	0.87548417	Monocyte
hsa-miR-140-5p	PRDM1	0.87508667	Monocyte
hsa-miR-200b-3p	CHSY1	0.87447304	Monocyte
hsa-miR-548aq-3p	FGFR3	0.8742279	Monocyte
hsa-miR-4775	USP6NL	0.8738133	Monocyte
hsa-miR-4775	GPC6	0.8737355	Monocyte
hsa-miR-494-3p	ALK	0.8721189	Monocyte
hsa-miR-3680-3p	SLC2A3	0.8717196	Monocyte
hsa-miR-200b-3p	TRHDE	0.8712963	Monocyte
hsa-miR-551b-5p	MAB21L1	0.8712656	Monocyte
hsa-miR-3180-5p	PADI2	0.8712588	Monocyte
hsa-miR-4775	USP53	0.87099683	Monocyte
hsa-miR-551b-5p	IQGAP2	0.8705512	Monocyte
hsa-miR-551b-5p	SAMD4A	0.8704178	Monocyte
hsa-miR-3680-3p	KCNN3	0.86993533	Monocyte
hsa-miR-551b-5p	RND3	0.8698206	Monocyte
hsa-miR-4775	SEMA3C	0.86956525	Monocyte
hsa-miR-494-3p	TSHZ2	0.86920273	Monocyte
hsa-miR-3680-3p	CNTN5	0.86855954	Monocyte
hsa-miR-494-3p	FSTL5	0.8684269	Monocyte
hsa-miR-3180-5p	TNFRSF1A	0.8674966	Monocyte
hsa-miR-200b-3p	DACH1	0.8674243	Monocyte
hsa-miR-4775	MXRA5	0.8670833	Monocyte
hsa-miR-203a-3p	RBM47	0.8669479	Monocyte
hsa-miR-3180-5p	SLC1A2	0.8663119	Monocyte
hsa-miR-3180-5p	SNX7	0.86608267	Monocyte
hsa-miR-4775	QRSL1	0.8659833	Monocyte
hsa-miR-4659b-3p	RIMKLB	0.8654819	Monocyte
hsa-miR-200b-3p	FSTL1	0.8653986	Monocyte
hsa-miR-4775	SLIT2	0.86512333	Monocyte
hsa-miR-548aq-3p	SCN9A	0.86503524	Monocyte
hsa-miR-494-3p	NAMPT	0.86436474	Monocyte
hsa-miR-3180-5p	QRSL1	0.86384475	Monocyte
hsa-miR-585-5p	SPARC	0.8631871	Monocyte
hsa-miR-548aq-3p	FSTL1	0.8621594	Monocyte
hsa-miR-548aq-3p	PYGO1	0.8620616	Monocyte
hsa-miR-146a-3p	VAV3	0.8620221	Monocyte
hsa-miR-4775	VGLL3	0.860912	Monocyte
hsa-miR-548aq-3p	CCL3L3	0.86046517	Monocyte
hsa-miR-200b-3p	RIPK2	0.8604141	Monocyte
hsa-miR-3680-3p	PCSK5	0.8596307	Monocyte
hsa-miR-551b-5p	S1PR1	0.8594334	Monocyte
hsa-miR-3680-3p	FNDC3B	0.8592553	Monocyte
hsa-miR-202-3p	PEG10	0.85885775	Monocyte
hsa-miR-200b-3p	CRH	0.85812324	Monocyte
hsa-miR-4775	IRAK3	0.85652333	Monocyte
hsa-miR-494-3p	ZFHX4	0.8564543	Monocyte
hsa-miR-2113	IGFBP3	0.8564422	Monocyte
hsa-miR-548aq-3p	PTH2R	0.85606724	Monocyte
hsa-miR-4659b-3p	DACH1	0.8559846	Monocyte
hsa-miR-4659b-3p	ST8SIA4	0.8552932	Monocyte
hsa-miR-200b-3p	HS3ST3A1	0.8549847	Monocyte
hsa-miR-3180-5p	KLHL13	0.8547912	Monocyte
hsa-miR-494-3p	TOR1AIP1	0.85371363	Monocyte
hsa-miR-548aq-3p	VGLL3	0.8534019	Monocyte
hsa-miR-4775	LPP	0.85246426	Monocyte
hsa-miR-4775	PREX2	0.85058415	Monocyte
hsa-miR-4775	ANTXR2	0.850193	Monocyte
hsa-miR-548aq-3p	GNB4	0.8501151	Monocyte
hsa-miR-4659b-3p	NR5A2	0.85001713	Monocyte
hsa-miR-4775	EYS	0.8493582	Monocyte
hsa-miR-3680-3p	CTTNBP2NL	0.848807	Monocyte
hsa-miR-4659b-3p	MEDAG	0.8471938	Monocyte
hsa-miR-4775	EGR1	0.8470013	Monocyte
hsa-miR-3680-3p	ZBTB2	0.8466165	Monocyte
hsa-miR-4775	SLC2A10	0.84582865	Monocyte
hsa-miR-200b-3p	BCL11B	0.8453302	Monocyte
hsa-miR-551b-5p	ANGPT1	0.8452873	Monocyte
hsa-miR-200b-3p	SULF1	0.84508765	Monocyte
hsa-miR-4775	NAMPT	0.84501064	Monocyte
hsa-miR-4659b-3p	IL1R1	0.8437288	Monocyte
hsa-miR-4775	GJC1	0.8434701	Monocyte
hsa-miR-4775	MBL2	0.8432359	Monocyte
hsa-miR-548aq-3p	PALM2AKAP2	0.84316736	Monocyte
hsa-miR-203a-3p	MAP3K1	0.8414257	Monocyte
hsa-miR-4659b-3p	PCDH15	0.8403132	Monocyte
hsa-miR-3680-3p	CNN3	0.8401091	Monocyte
hsa-miR-3680-3p	CBLB	0.8396071	Monocyte
hsa-miR-548aq-3p	SOX2	0.8393313	Monocyte
hsa-miR-3180-5p	CD36	0.83889794	Monocyte
hsa-miR-203a-3p	SHISA6	0.83877635	Monocyte
hsa-miR-202-3p	RCN1	0.83791476	Monocyte
hsa-miR-200b-3p	FLI1	0.8367596	Monocyte
hsa-miR-2113	ABCC9	0.8365771	Monocyte
hsa-miR-551b-5p	SLA2	0.835981	Monocyte
hsa-miR-17-5p	BCL11B	0.8327907	Monocyte
hsa-miR-4775	PCSK5	0.8309946	Monocyte
hsa-miR-494-3p	PCP4	0.82955265	Monocyte
hsa-miR-3680-3p	USP6NL	0.82948136	Monocyte
hsa-miR-4659b-3p	ADAMTS6	0.82881397	Monocyte
hsa-miR-140-5p	ROR1	0.82864004	Monocyte
hsa-miR-17-5p	HAS2	0.8283968	Monocyte
hsa-miR-4775	P2RY12	0.8276542	Monocyte
hsa-miR-200b-3p	ANKRD44	0.82764643	Monocyte
hsa-miR-494-3p	TFPI	0.8263574	Monocyte
hsa-miR-551b-5p	MAP3K7CL	0.82551163	Monocyte
hsa-miR-17-5p	FAT2	0.82532173	Monocyte
hsa-miR-551b-5p	GABPB1	0.82528895	Monocyte
hsa-miR-548aq-3p	CECR2	0.8246616	Monocyte
hsa-miR-3180-5p	PCSK6	0.9526976	NK_cell
hsa-miR-4659b-3p	IGDCC4	0.94297296	NK_cell
hsa-miR-3180-5p	MAMDC2	0.94293517	NK_cell
hsa-miR-3180-5p	ZFHX4	0.94166267	NK_cell
hsa-miR-3180-5p	BACE2	0.93673927	NK_cell
hsa-miR-3180-5p	BACH2	0.9360071	NK_cell
hsa-miR-3180-5p	OLR1	0.9338541	NK_cell
hsa-miR-551b-5p	VGLL3	0.9267656	NK_cell
hsa-miR-4659b-3p	CYTL1	0.9184005	NK_cell
hsa-miR-551b-5p	TMEM47	0.9166609	NK_cell
hsa-miR-4769-3p	RASSF3	0.9162576	NK_cell
hsa-miR-3180-5p	PFN2	0.9088612	NK_cell
hsa-miR-3180-5p	NEDD9	0.90816194	NK_cell
hsa-miR-551b-5p	TC2N	0.90790284	NK_cell
hsa-miR-140-5p	TGFBR1	0.9078973	NK_cell
hsa-miR-6830-5p	ATP1B2	0.902106	NK_cell
hsa-miR-3180-5p	ABTB2	0.90095323	NK_cell
hsa-miR-4659b-3p	NEUROD1	0.9003486	NK_cell
hsa-miR-19b-3p	ROR1	0.9002024	NK_cell
hsa-miR-19b-3p	SOX6	0.8988278	NK_cell
hsa-miR-203a-3p	B3GNT5	0.8978132	NK_cell
hsa-miR-551b-5p	LPP	0.8974878	NK_cell
hsa-miR-3180-5p	NXPH1	0.896033	NK_cell
hsa-miR-1283	HSPA1B	0.8947014	NK_cell
hsa-miR-4659b-3p	PLXDC2	0.8943622	NK_cell
hsa-miR-4659b-3p	TNFSF13B	0.8924447	NK_cell
hsa-miR-4659b-3p	RBMS3	0.89220226	NK_cell
hsa-miR-551b-5p	FNDC3B	0.889372	NK_cell
hsa-miR-551b-5p	CECR2	0.88935584	NK_cell
hsa-miR-4659b-3p	COL4A1	0.88874197	NK_cell
hsa-miR-3180-5p	ADCY2	0.8874241	NK_cell
hsa-miR-25-3p	ITGA6	0.886938	NK_cell
hsa-miR-3180-5p	TENM4	0.8861548	NK_cell
hsa-miR-19b-3p	IGFBP3	0.8838134	NK_cell
hsa-miR-551b-5p	CASZ1	0.8824006	NK_cell
hsa-miR-551b-5p	SLC7A11	0.8790159	NK_cell
hsa-miR-19b-3p	GPCPD1	0.8784814	NK_cell
hsa-miR-551b-5p	COL1A2	0.8780363	NK_cell
hsa-miR-4659b-3p	PRDM1	0.8770307	NK_cell
hsa-miR-551b-5p	GABRG1	0.8758327	NK_cell
hsa-miR-140-5p	PRDM1	0.87508667	NK_cell
hsa-miR-551b-5p	MAB21L1	0.8712656	NK_cell
hsa-miR-3180-5p	PADI2	0.8712588	NK_cell
hsa-miR-551b-5p	IQGAP2	0.8705512	NK_cell
hsa-miR-551b-5p	SAMD4A	0.8704178	NK_cell
hsa-miR-551b-5p	RND3	0.8698206	NK_cell
hsa-miR-3180-5p	TNFRSF1A	0.8674966	NK_cell
hsa-miR-203a-3p	RBM47	0.8669479	NK_cell
hsa-miR-3180-5p	SLC1A2	0.8663119	NK_cell
hsa-miR-3180-5p	SNX7	0.86608267	NK_cell
hsa-miR-4659b-3p	RIMKLB	0.8654819	NK_cell
hsa-miR-3180-5p	QRSL1	0.86384475	NK_cell
hsa-miR-6837-5p	IL1RN	0.8607922	NK_cell
hsa-miR-19b-3p	NEUROD1	0.8605679	NK_cell
hsa-miR-551b-5p	S1PR1	0.8594334	NK_cell
hsa-miR-4659b-3p	DACH1	0.8559846	NK_cell
hsa-miR-4659b-3p	ST8SIA4	0.8552932	NK_cell
hsa-miR-3180-5p	KLHL13	0.8547912	NK_cell
hsa-miR-4659b-3p	NR5A2	0.85001713	NK_cell
hsa-miR-25-3p	COL27A1	0.84721696	NK_cell
hsa-miR-4659b-3p	MEDAG	0.8471938	NK_cell
hsa-miR-551b-5p	ANGPT1	0.8452873	NK_cell
hsa-miR-4659b-3p	IL1R1	0.8437288	NK_cell
hsa-miR-25-3p	FZD10	0.8415198	NK_cell
hsa-miR-203a-3p	MAP3K1	0.8414257	NK_cell
hsa-miR-4659b-3p	PCDH15	0.8403132	NK_cell
hsa-miR-19b-3p	ARHGAP11A	0.83942336	NK_cell
hsa-miR-3180-5p	CD36	0.83889794	NK_cell
hsa-miR-203a-3p	SHISA6	0.83877635	NK_cell
hsa-miR-551b-5p	SLA2	0.835981	NK_cell
hsa-miR-19b-3p	ATP10A	0.83317703	NK_cell
hsa-miR-1283	PDZRN3	0.8322046	NK_cell
hsa-miR-6872-3p	SH3BGR	0.83178264	NK_cell
hsa-miR-19b-3p	PFN2	0.83170885	NK_cell
hsa-miR-19b-3p	ZNF516	0.8308421	NK_cell
hsa-miR-6837-5p	SBK1	0.8289529	NK_cell
hsa-miR-4659b-3p	ADAMTS6	0.82881397	NK_cell
hsa-miR-140-5p	ROR1	0.82864004	NK_cell
hsa-miR-19b-3p	MAP3K1	0.82804334	NK_cell
hsa-miR-19b-3p	SOX4	0.827825	NK_cell
hsa-miR-551b-5p	MAP3K7CL	0.82551163	NK_cell
hsa-miR-551b-5p	GABPB1	0.82528895	NK_cell
hsa-miR-140-5p	ANO6	0.8240785	NK_cell
hsa-miR-4659b-3p	CA10	0.82274336	NK_cell
hsa-miR-19b-3p	FOXP2	0.8214491	NK_cell
hsa-miR-3180-5p	NOX4	0.82135993	NK_cell
hsa-miR-1283	OLR1	0.8210781	NK_cell
hsa-miR-203a-3p	MID1	0.8210096	NK_cell
hsa-miR-6830-5p	PALM2AKAP2	0.82046115	NK_cell
hsa-miR-1283	HES1	0.8177192	NK_cell
hsa-miR-551b-5p	ARF6	0.81725407	NK_cell
hsa-miR-551b-5p	IGF2BP3	0.8167741	NK_cell
hsa-miR-4659b-3p	EBF1	0.81432974	NK_cell
hsa-miR-19b-3p	RBMS3	0.8127136	NK_cell
hsa-miR-4659b-3p	EYS	0.8123636	NK_cell
hsa-miR-3180-5p	CD86	0.8118165	NK_cell
hsa-miR-19b-3p	LIN9	0.8093933	NK_cell
hsa-miR-19b-3p	MID1	0.8079348	NK_cell
hsa-miR-4659b-3p	CALCRL	0.80621296	NK_cell
hsa-miR-1283	THSD7B	0.8022075	NK_cell
hsa-miR-4659b-3p	RSPO3	0.8015464	NK_cell
hsa-miR-140-5p	IGFBP5	0.79729676	NK_cell
hsa-miR-25-3p	ITGA8	0.7968925	NK_cell
hsa-miR-5580-3p	PFN2	0.79659826	NK_cell
hsa-miR-3180-5p	HTR2C	0.7958537	NK_cell
hsa-miR-4659b-3p	PMCH	0.7958472	NK_cell
hsa-miR-4659b-3p	PLXNA4	0.79579675	NK_cell
hsa-miR-18b-5p	XYLT1	0.79419106	NK_cell
hsa-miR-4659b-3p	CDC14A	0.79328215	NK_cell
hsa-miR-1283	PTPRZ1	0.79319745	NK_cell
hsa-miR-4659b-3p	ID4	0.79263115	NK_cell
hsa-miR-1283	SOD2	0.7925078	NK_cell
hsa-miR-19b-3p	TIA1	0.79119766	NK_cell
hsa-miR-1283	MAP3K1	0.79113	NK_cell
hsa-miR-4659b-3p	SLC4A4	0.7909142	NK_cell
hsa-miR-4659b-3p	CRIM1	0.7897921	NK_cell
hsa-miR-203a-3p	TC2N	0.7897267	NK_cell
hsa-miR-5580-3p	PHACTR2	0.78508496	NK_cell
hsa-miR-548aw	IGFBP3	0.7818819	NK_cell
hsa-miR-3180-5p	TENM3	0.7809908	NK_cell
hsa-miR-25-3p	RBM47	0.7808311	NK_cell
hsa-miR-25-3p	IQGAP2	0.7793119	NK_cell
hsa-miR-4659b-3p	SAMD4A	0.7783584	NK_cell
hsa-miR-4769-3p	SEMA6A	0.7775031	NK_cell
hsa-miR-203a-3p	NFIL3	0.7774496	NK_cell
hsa-miR-4659b-3p	COL4A4	0.7771766	NK_cell
hsa-miR-551b-5p	RASSF8	0.77704805	NK_cell
hsa-miR-551b-5p	ZFHX4	0.7766585	NK_cell
hsa-miR-4659b-3p	DIO2	0.77627814	NK_cell
hsa-miR-6837-5p	CHAC1	0.77612036	NK_cell
hsa-miR-4753-3p	PALM2AKAP2	0.7751248	NK_cell
hsa-miR-19b-3p	C11orf96	0.7734096	NK_cell
hsa-miR-5580-3p	PID1	0.7695361	NK_cell
hsa-miR-25-3p	KLF2	0.7691791	NK_cell
hsa-miR-19b-3p	LRIG1	0.76705015	NK_cell
hsa-miR-25-3p	COL1A2	0.76603824	NK_cell
hsa-miR-551b-5p	NOX4	0.7658739	NK_cell
hsa-miR-4659b-3p	ABCA1	0.76587003	NK_cell
hsa-miR-25-3p	ARHGAP24	0.7656358	NK_cell
hsa-miR-551b-5p	SOX11	0.7652815	NK_cell
hsa-miR-19b-3p	ITGA6	0.7651292	NK_cell
hsa-miR-25-3p	PLXDC2	0.7606875	NK_cell
hsa-miR-25-3p	GATA2	0.7598856	NK_cell
hsa-miR-6830-5p	KLF6	0.7592006	NK_cell
hsa-miR-4659b-3p	MAF	0.75855935	NK_cell
hsa-miR-1283	ST8SIA1	0.7556702	NK_cell
hsa-miR-25-3p	ZFHX4	0.7556331	NK_cell
hsa-miR-1283	NAMPT	0.75313807	NK_cell
hsa-miR-25-3p	ZNF521	0.7520311	NK_cell
hsa-miR-548aw	VIT	0.75120574	NK_cell
hsa-miR-551b-5p	PABPC3	0.75043035	NK_cell
hsa-miR-1283	SORCS1	0.74993813	NK_cell
hsa-miR-19b-3p	FLNC	0.749413	NK_cell
hsa-miR-548aw	XYLT1	0.7484517	NK_cell
hsa-miR-551b-5p	PCDH11Y	0.7484391	NK_cell
hsa-miR-4659b-3p	COL8A1	0.747526	NK_cell
hsa-miR-19b-3p	TNFAIP3	0.7472463	NK_cell
hsa-miR-4753-3p	CHRDL1	0.74703205	NK_cell
hsa-miR-203a-3p	SLC16A12	0.74692786	NK_cell
hsa-miR-6830-5p	NID1	0.74629825	NK_cell
hsa-miR-551b-5p	KCND2	0.74546266	NK_cell
hsa-miR-6830-5p	KCTD12	0.74293745	NK_cell
hsa-miR-19b-3p	PTPRD	0.7408716	NK_cell
hsa-miR-1283	TCF7L1	0.7407237	NK_cell
hsa-miR-1283	PTN	0.73939776	NK_cell
hsa-miR-4659b-3p	HIF1A	0.7382291	NK_cell
hsa-miR-551b-5p	EPS8	0.7368459	NK_cell
hsa-miR-6872-3p	COL25A1	0.73627925	NK_cell
hsa-miR-203a-3p	SEMA5A	0.7358472	NK_cell
